"post_title","post_name","ID","post_excerpt","post_content","post_status","menu_order","post_date","post_author","comment_status","sku","downloadable","virtual","stock","regular_price","sale_price","weight","length","width","height","tax_class","visibility","stock_status","backorders","manage_stock","tax_status","upsell_ids","crosssell_ids","featured","sale_price_dates_from","sale_price_dates_to","download_limit","download_expiry","product_url","button_text","images","downloadable_files","tax:mobile","tax:product_type","tax:product_cat","tax:product_tag","tax:product_shipping_class","attribute:pa_akkumulyatora-ch","attribute_data:pa_akkumulyatora-ch","attribute_default:pa_akkumulyatora-ch","attribute:pa_color","attribute_data:pa_color","attribute_default:pa_color","attribute:pa_dlina-kabelya","attribute_data:pa_dlina-kabelya","attribute_default:pa_dlina-kabelya","attribute:pa_dopolnitelno","attribute_data:pa_dopolnitelno","attribute_default:pa_dopolnitelno","attribute:pa_emkost","attribute_data:pa_emkost","attribute_default:pa_emkost","attribute:pa_interfejsy","attribute_data:pa_interfejsy","attribute_default:pa_interfejsy","attribute:pa_kolichestvo-usb-portov","attribute_data:pa_kolichestvo-usb-portov","attribute_default:pa_kolichestvo-usb-portov","attribute:pa_material","attribute_data:pa_material","attribute_default:pa_material","attribute:pa_mesto-ustanovki","attribute_data:pa_mesto-ustanovki","attribute_default:pa_mesto-ustanovki","attribute:pa_naznachenie","attribute_data:pa_naznachenie","attribute_default:pa_naznachenie","attribute:pa_pitanie","attribute_data:pa_pitanie","attribute_default:pa_pitanie","attribute:pa_podxodit-dlya-zaryadki","attribute_data:pa_podxodit-dlya-zaryadki","attribute_default:pa_podxodit-dlya-zaryadki","attribute:pa_podxodit-k","attribute_data:pa_podxodit-k","attribute_default:pa_podxodit-k","attribute:pa_razem-1","attribute_data:pa_razem-1","attribute_default:pa_razem-1","attribute:pa_razem-2","attribute_data:pa_razem-2","attribute_default:pa_razem-2","attribute:pa_razmer-ekrana","attribute_data:pa_razmer-ekrana","attribute_default:pa_razmer-ekrana","attribute:pa_shumopodavleniya","attribute_data:pa_shumopodavleniya","attribute_default:pa_shumopodavleniya","attribute:pa_sovmestimost","attribute_data:pa_sovmestimost","attribute_default:pa_sovmestimost","attribute:pa_sposob-podklyucheniya","attribute_data:pa_sposob-podklyucheniya","attribute_default:pa_sposob-podklyucheniya","attribute:pa_texnologiya","attribute_data:pa_texnologiya","attribute_default:pa_texnologiya","attribute:pa_tip","attribute_data:pa_tip","attribute_default:pa_tip","attribute:pa_tip-konstrukcii","attribute_data:pa_tip-konstrukcii","attribute_default:pa_tip-konstrukcii","attribute:pa_tip-krepleniya","attribute_data:pa_tip-krepleniya","attribute_default:pa_tip-krepleniya","attribute:pa_ves-g","attribute_data:pa_ves-g","attribute_default:pa_ves-g","attribute:pa_vid","attribute_data:pa_vid","attribute_default:pa_vid","attribute:pa_vremya-zaryadki","attribute_data:pa_vremya-zaryadki","attribute_default:pa_vremya-zaryadki","attribute:pa_vxod","attribute_data:pa_vxod","attribute_default:pa_vxod","attribute:pa_vxodnoe-napryazhenie","attribute_data:pa_vxodnoe-napryazhenie","attribute_default:pa_vxodnoe-napryazhenie","attribute:pa_vxodnoj-port","attribute_data:pa_vxodnoj-port","attribute_default:pa_vxodnoj-port","attribute:pa_vyxod","attribute_data:pa_vyxod","attribute_default:pa_vyxod","attribute:pa_vyxodnoe-napryazhenie","attribute_data:pa_vyxodnoe-napryazhenie","attribute_default:pa_vyxodnoe-napryazhenie","attribute:pa_vyxodnoj-konnektor","attribute_data:pa_vyxodnoj-konnektor","attribute_default:pa_vyxodnoj-konnektor","attribute:pa_zaryazhaetsya-ot","attribute_data:pa_zaryazhaetsya-ot","attribute_default:pa_zaryazhaetsya-ot"
"Проводные наушники Swank","provodnye-naushniki-swank","5812","<table style=""width: 100%;""><tbody><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Тип наушников </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">Вкладыши</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Тип подключения </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">Проводное</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Интерфейс проводного подключения</td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;""> 1 x mini-jack (разъем 3.5 мм)</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Наличие активного шумоподавления </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">Нет</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Кабель </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">Двухсторонний</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Диапазон частот наушников </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">20 - 20 000 Гц</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Сопротивление </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">16 Ом</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Чувствительность наушников </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">112 ± 3 дБ</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Максимальная входная мощность наушников </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">15 мВт</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Конструкция микрофона </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">Размещенный на проводе</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Чувствительность микрофона </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">38 ± 3 дБ</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Дополнительные возможности </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">10 мм динамики </br> Встроенная пассивная шумоизоляция </br>3 размера мягких силиконовых вкладышей</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Длина шнура </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">1.2 м</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Вес </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">24 г</td></tr></tbody></table>","Несмотря на то, что сегодня большей популярностью стали пользоваться беспроводные наушники, все же основным преимуществом проводных наушников остается безупречное качество звука. Так как с помощью проводов, качество звучания мелодии или голоса передается намного быстрее и четче. Несмотря на инновационные разработки профессиональных технологов такого чистого звучания с беспроводными наушниками добиться очень сложно. Также, немаловажным является и комфортное подкручивание звука, которое чаще всего расположено на проводе гарнитуры.

Прослушивание музыки никогда не было таким стильным и комфортным! Гарнитура <b>Swank</b> от <i>Promate</i> оснащена плотно прилегающими к уху 10 мм динамиками, обладает хорошей шумоизоляцией, широким частотным ответом и чистым и четким звуком. Модель идеально подойдет как для прослушивания музыки, так и для разговоров по телефону.

Стильно, ярко — ваш личный выбор звука!

<b>Основные особенности:</b>
<ul>
 	<li>Компактная и модная гарнитура</li>
 	<li>Спортивный дизайн динамиков</li>
 	<li>Усиленный 3.5 мм плоский аудио-кабель длиной 1.2 м</li>
 	<li>Встроенный микрофон и кнопка управления вызовами</li>
 	<li>Кристально чистый звук и встроенная пассивная шумоизоляция</li>
 	<li>Совместима со всеми аудиоустройствами, смартфонами и планшетами оснащенными 3.5 мм аудио-разъемом</li>
 	<li>3 размера мягких силиконовых вкладышей</li>
</ul>","publish","0","2016-12-10 16:56:41","1","open","swank.red","no","no","79","199","","","","","","","visible","instock","no","yes","none","","","no","","","","","","","http://promate.ua/wp-content/uploads/2016/12/Swank-Pink-1-1.jpg","","","variable","Звук|Звук > Проводные наушники","","","","","","blue|green|pink|red|yellow","0|1|1","pink","","","","Для занятий спортом|Стильные","1|1|0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Проводное","2|1|0","","","","","","","","Вкладыши","3|1|0","","","","","","","","с микрофоном","4|1|0","","","","","","","","","","","","","","","","","","","","","","","","",""
"Проводные наушники Swish","provodnye-naushniki-swish","5817","<table style=""width: 100%;""><tbody><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Тип наушников </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">Вкладыши</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Тип подключения </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">Проводное</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Интерфейс проводного подключения</td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;""> 1 x mini-jack (разъем 3.5 мм)</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Наличие активного шумоподавления </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">Нет</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Кабель </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">Двухсторонний</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Диапазон частот наушников </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">20 - 20 000 Гц</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Сопротивление </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">16 Ом</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Чувствительность наушников </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">112 ± 3 дБ</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Максимальная входная мощность наушников </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">15 мВт</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Конструкция микрофона </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">Размещенный на проводе</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Чувствительность микрофона </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">38 ± 3 дБ</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Дополнительные возможности </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">10 мм динамики </br> Встроенная пассивная шумоизоляция </br>3 размера мягких силиконовых вкладышей</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Длина шнура </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">1.2 м</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Вес </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">24 г</td></tr></tbody></table>","Несмотря на то, что сегодня большей популярностью стали пользоваться беспроводные наушники, все же основным преимуществом проводных наушников остается безупречное качество звука. Так как с помощью проводов, качество звучания мелодии или голоса передается намного быстрее и четче. Несмотря на инновационные разработки профессиональных технологов такого чистого звучания с беспроводными наушниками добиться очень сложно. Также, немаловажным является и комфортное подкручивание звука, которое чаще всего расположено на проводе гарнитуры.

<b>Promate Swish</b> — стильная стереогарнитура, идеальная для активного образа жизни. Небольшой, но стильный динамик, идеальное шумоподавление, четкий и чистый звук, встроенный микрофон — что еще нужно, чтобы наслаждаться музыкой и не упускать из внимания ваш смартфон? Универсальна и совместима с любыми аудиоустройствами, смартфонами или планшетами. Модель отличает стильным минимализм.

Стильно, ярко — ваш личный выбор звука!

<b>Основные особенности:</b>
<ul>
 	<li>Модная стереогарнитура</li>
 	<li>Усиленный аудиокабель</li>
 	<li>Встроенный микрофон и кнопка управления вызовами</li>
 	<li>Кристально чистый звук и шумоизоляция</li>
 	<li>Совместимы со всеми аудиоустройствами, планшетами и смартфонами</li>
</ul>","publish","0","2016-12-10 16:56:41","1","open","swish.red","no","no","1","199","","","","","","","visible","instock","no","yes","none","","","no","","","","","","","http://promate.ua/wp-content/uploads/2016/12/Swish-Green-5.jpg","","","variable","Звук|Звук > Проводные наушники","","","","","","blue|green|pink|red|yellow","0|1|1","green","","","","Повседневные|Стильные","1|1|0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Проводное","2|1|0","","","","","","","","Вкладыши","3|1|0","","","","","","","","с микрофоном","4|1|0","","","","","","","","","","","","","","","","","","","","","","","","",""
"Проводные наушники Brazen","provodnye-naushniki-brazen","5822","<table style=""width: 100%;""><tbody><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Тип наушников </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">Вкладыши</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Тип подключения </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">Проводное</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Интерфейс проводного подключения</td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;""> 1 x mini-jack (разъем 3.5 мм)</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Наличие активного шумоподавления </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">Нет</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Кабель </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">Двухсторонний</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Диапазон частот наушников </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">20 - 20 000 Гц</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Сопротивление </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">16 Ом</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Чувствительность наушников </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">112 ± 3 дБ</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Максимальная входная мощность наушников </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">15 мВт</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Конструкция микрофона </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">Размещенный на проводе</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Чувствительность микрофона </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">38 ± 3 дБ</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Дополнительные возможности </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">10 мм динамики </br> Встроенная пассивная шумоизоляция </br>3 размера мягких силиконовых вкладышей</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Длина шнура </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">1.2 м</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Вес </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">24 г</td></tr></tbody></table>","Несмотря на то, что сегодня большей популярностью стали пользоваться беспроводные наушники, все же основным преимуществом проводных наушников остается безупречное качество звука. Так как с помощью проводов, качество звучания мелодии или голоса передается намного быстрее и четче. Несмотря на инновационные разработки профессиональных технологов такого чистого звучания с беспроводными наушниками добиться очень сложно. Также, немаловажным является и комфортное подкручивание звука, которое чаще всего расположено на проводе гарнитуры.

Прослушивание музыки никогда не было таким стильным и комфортным! Гарнитура <b>Brazen</b> от <i>Promate</i> оснащена плотно прилегающими к ушам 10 мм динамиками, а 120-ти см кабель включает в себя встроенный микрофон и кнопку управления вызовами, что позволяет использовать гарнитуру для Hands-free связи. Глубокий звук, отличная шумоизоляция и эргономичный дизайн — вот основные преимущества данной модели!

Стильно, ярко — ваш личный выбор звука!

<b>Основные особенности:</b>
<ul>
 	<li>Компактная и модная гарнитура</li>
 	<li>Спортивный дизайн динамиков</li>
 	<li>Усиленный 3.5 мм плоский аудио-кабель длиной 1.2 м</li>
 	<li>Встроенный микрофон и кнопка управления вызовами</li>
 	<li>Кристально чистый звук и встроенная пассивная шумоизоляция</li>
 	<li>Совместима со всеми аудиоустройствами, смартфонами и планшетами оснащенными 3.5 мм аудио-разъемом</li>
 	<li>3 размера мягких силиконовых вкладышей</li>
</ul>","publish","0","2016-12-10 16:56:41","1","open","brazen.red","no","no","0","199","","","","","","","visible","instock","no","yes","none","","","no","","","","","","","http://promate.ua/wp-content/uploads/2016/12/Brazen_blue1-1.png","","","variable","Звук|Звук > Проводные наушники","","","","","","blue|green|pink|red|yellow","0|1|1","blue","","","","Для занятий спортом|Стильные","1|1|0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Проводное","2|1|0","","","","","","","","Вкладыши","3|1|0","","","","","","","","с микрофоном","4|1|0","","","","","","","","","","","","","","","","","","","","","","","","",""
"Проводные наушники Snazzy","provodnye-naushniki-snazzy","5827","<table style=""width: 100%;""><tbody><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Тип наушников </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">Вкладыши</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Тип подключения </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">Проводное</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Интерфейс проводного подключения</td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;""> 1 x mini-jack (разъем 3.5 мм)</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Наличие активного шумоподавления </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">Нет</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Кабель </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">Двухсторонний</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Диапазон частот наушников </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">20 - 20 000 Гц</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Сопротивление </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">16 Ом</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Чувствительность наушников </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">112 ± 3 дБ</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Максимальная входная мощность наушников </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">15 мВт</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Конструкция микрофона </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">Размещенный на проводе</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Чувствительность микрофона </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">38 ± 3 дБ</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Дополнительные возможности </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">10 мм динамики </br> Встроенная пассивная шумоизоляция </br>3 размера мягких силиконовых вкладышей</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Длина шнура </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">1.2 м</td></tr><tr><td style=""padding-bottom: 20px; width: 48%; vertical-align: top;"">Вес </td><td style=""padding-bottom: 20px; width: 2%; "">&nbsp;</td><td style=""vertical-align: top; width: 48%;"">24 г</td></tr></tbody></table>","Несмотря на то, что сегодня большей популярностью стали пользоваться беспроводные наушники, все же основным преимуществом проводных наушников остается безупречное качество звука. Так как с помощью проводов, качество звучания мелодии или голоса передается намного быстрее и четче. Несмотря на инновационные разработки профессиональных технологов такого чистого звучания с беспроводными наушниками добиться очень сложно. Также, немаловажным является и комфортное подкручивание звука, которое чаще всего расположено на проводе гарнитуры.

Прослушивание музыки во время занятий спортом никогда не было таким стильным и комфортным! Гарнитура <b>Snazzy</b> от<strong> <i>Promate</i></strong> оснащена плотно прилегающими к ушам 10 мм динамиками, а для лучшей фиксации имеет наушные дужки, которые не позволяют гарнитуре упасть даже при очень интенсивных спортивных нагрузках. Вкупе с качественным звуком — данная модель станет интересным решением для людей, ведущих активный образ жизни, и может быть использована как гарнитура к телефону, так как оснащена встроенным микрофоном и универсальной кнопкой управления вызовами!

Стильно, ярко — ваш личный выбор звука!

<b>Основные особенности:</b>
<ul>
 	<li>Компактная и модная гарнитура</li>
 	<li>Наушные дужки особой разработки для лучшей фиксации во время занятий</li>
 	<li>Спортивный дизайн динамиков</li>
 	<li>Усиленный 3.5 мм плоский аудио-кабель длиной 1.2 м</li>
 	<li>Встроенный микрофон и кнопка управления вызовами</li>
 	<li>Кристально чистый звук и встроенная пассивная шумоизоляция</li>
 	<li>Совместима со всеми аудиоустройствами, смартфонами и планшетами оснащенными 3.5 мм аудио-разъемом</li>
 	<li>3 размера мягких силиконовых вкладышей</li>
</ul>","publish","0","2016-12-10 16:56:41","1","open","","no","no","0","199","","","","","","","visible","instock","no","yes","none","","","no","","","","","","","http://promate.ua/wp-content/uploads/2016/12/Snazzy-Red-5-1.jpg","","","variable","Звук|Звук > Проводные наушники","","","","","","blue|green|pink|red|yellow","0|1|1","red","","","","Для занятий спортом|Стильные","1|1|0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Проводное","2|1|0","","","","","","","","Вкладыши","5|1|0","","","","","","","","с микрофоном","4|1|0","","","","","","","","","","","","","","","","","","","","","","","","",""
