Проводные наушники,Проводные наушники Swank,swank.red,swank.red,red,199,"Комфортные универсальные стерео наушники
•        Ваши любимые музыкальные треки для тренировок в кристально-чистом звучании
•        Невероятно лёгкие, «Swank» составят Вам компанию во время тренировок или просто в повседневной жизни
•        Форма кабеля исключает его заламывание, скручивание и спутывание 
•        «Swank» плотно прилегают, обеспечивая тем самым изоляцию от постороннего шума

Музыка, переплетённая со стилем
•        Эргономичный дизайн вкладышей обеспечивает комфортное ношение
•        Кнопка вызова и микрофон позволяют совершать звонки
•        «Swank» совместимы со всеми устройствами с типом разъема 3,5 мм
•        «Swank» доступны в различных расцветках","Тип наушников  Вкладыши
Тип подключения  Проводное
Интерфейс проводного подключения  1 x mini-jack (разъем 3.5 мм)
Наличие активного шумоподавления  Нет
Кабель  Двухсторонний
Диапазон частот наушников  20 - 20 000 Гц
Сопротивление наушников  16 Ом
Чувствительность наушников  112 ± 3 дБ
Максимальная входная мощность наушников  15 мВт
Конструкция микрофона  Размещенный на проводе
Чувствительность микрофона  38 ± 3 дБ
Дополнительные возможности  10 мм динамики
Встроенная пассивная шумоизоляция
3 размера мягких силиконовых вкладышей
Длина шнура  1.2 м
Вес  24 г"
Проводные наушники,Проводные наушники Swank,swank.red,swank.green,green,199,"Комфортные универсальные стерео наушники
•        Ваши любимые музыкальные треки для тренировок в кристально-чистом звучании
•        Невероятно лёгкие, «Swank» составят Вам компанию во время тренировок или просто в повседневной жизни
•        Форма кабеля исключает его заламывание, скручивание и спутывание 
•        «Swank» плотно прилегают, обеспечивая тем самым изоляцию от постороннего шума

Музыка, переплетённая со стилем
•        Эргономичный дизайн вкладышей обеспечивает комфортное ношение
•        Кнопка вызова и микрофон позволяют совершать звонки
•        «Swank» совместимы со всеми устройствами с типом разъема 3,5 мм
•        «Swank» доступны в различных расцветках","Тип наушников  Вкладыши
Тип подключения  Проводное
Интерфейс проводного подключения  1 x mini-jack (разъем 3.5 мм)
Наличие активного шумоподавления  Нет
Кабель  Двухсторонний
Диапазон частот наушников  20 - 20 000 Гц
Сопротивление наушников  16 Ом
Чувствительность наушников  112 ± 3 дБ
Максимальная входная мощность наушников  15 мВт
Конструкция микрофона  Размещенный на проводе
Чувствительность микрофона  38 ± 3 дБ
Дополнительные возможности  10 мм динамики
Встроенная пассивная шумоизоляция
3 размера мягких силиконовых вкладышей
Длина шнура  1.2 м
Вес  24 г"
Проводные наушники,Проводные наушники Swank,swank.red,swank.pink,pink,199,"Комфортные универсальные стерео наушники
•        Ваши любимые музыкальные треки для тренировок в кристально-чистом звучании
•        Невероятно лёгкие, «Swank» составят Вам компанию во время тренировок или просто в повседневной жизни
•        Форма кабеля исключает его заламывание, скручивание и спутывание 
•        «Swank» плотно прилегают, обеспечивая тем самым изоляцию от постороннего шума

Музыка, переплетённая со стилем
•        Эргономичный дизайн вкладышей обеспечивает комфортное ношение
•        Кнопка вызова и микрофон позволяют совершать звонки
•        «Swank» совместимы со всеми устройствами с типом разъема 3,5 мм
•        «Swank» доступны в различных расцветках","Тип наушников  Вкладыши
Тип подключения  Проводное
Интерфейс проводного подключения  1 x mini-jack (разъем 3.5 мм)
Наличие активного шумоподавления  Нет
Кабель  Двухсторонний
Диапазон частот наушников  20 - 20 000 Гц
Сопротивление наушников  16 Ом
Чувствительность наушников  112 ± 3 дБ
Максимальная входная мощность наушников  15 мВт
Конструкция микрофона  Размещенный на проводе
Чувствительность микрофона  38 ± 3 дБ
Дополнительные возможности  10 мм динамики
Встроенная пассивная шумоизоляция
3 размера мягких силиконовых вкладышей
Длина шнура  1.2 м
Вес  24 г"
Проводные наушники,Проводные наушники Swank,swank.red,swank.blue,blue,199,"Комфортные универсальные стерео наушники
•        Ваши любимые музыкальные треки для тренировок в кристально-чистом звучании
•        Невероятно лёгкие, «Swank» составят Вам компанию во время тренировок или просто в повседневной жизни
•        Форма кабеля исключает его заламывание, скручивание и спутывание 
•        «Swank» плотно прилегают, обеспечивая тем самым изоляцию от постороннего шума

Музыка, переплетённая со стилем
•        Эргономичный дизайн вкладышей обеспечивает комфортное ношение
•        Кнопка вызова и микрофон позволяют совершать звонки
•        «Swank» совместимы со всеми устройствами с типом разъема 3,5 мм
•        «Swank» доступны в различных расцветках","Тип наушников  Вкладыши
Тип подключения  Проводное
Интерфейс проводного подключения  1 x mini-jack (разъем 3.5 мм)
Наличие активного шумоподавления  Нет
Кабель  Двухсторонний
Диапазон частот наушников  20 - 20 000 Гц
Сопротивление наушников  16 Ом
Чувствительность наушников  112 ± 3 дБ
Максимальная входная мощность наушников  15 мВт
Конструкция микрофона  Размещенный на проводе
Чувствительность микрофона  38 ± 3 дБ
Дополнительные возможности  10 мм динамики
Встроенная пассивная шумоизоляция
3 размера мягких силиконовых вкладышей
Длина шнура  1.2 м
Вес  24 г"
Проводные наушники,Проводные наушники Swank,swank.red,swank.yellow,yellow,199,"Комфортные универсальные стерео наушники
•        Ваши любимые музыкальные треки для тренировок в кристально-чистом звучании
•        Невероятно лёгкие, «Swank» составят Вам компанию во время тренировок или просто в повседневной жизни
•        Форма кабеля исключает его заламывание, скручивание и спутывание 
•        «Swank» плотно прилегают, обеспечивая тем самым изоляцию от постороннего шума

Музыка, переплетённая со стилем
•        Эргономичный дизайн вкладышей обеспечивает комфортное ношение
•        Кнопка вызова и микрофон позволяют совершать звонки
•        «Swank» совместимы со всеми устройствами с типом разъема 3,5 мм
•        «Swank» доступны в различных расцветках","Тип наушников  Вкладыши
Тип подключения  Проводное
Интерфейс проводного подключения  1 x mini-jack (разъем 3.5 мм)
Наличие активного шумоподавления  Нет
Кабель  Двухсторонний
Диапазон частот наушников  20 - 20 000 Гц
Сопротивление наушников  16 Ом
Чувствительность наушников  112 ± 3 дБ
Максимальная входная мощность наушников  15 мВт
Конструкция микрофона  Размещенный на проводе
Чувствительность микрофона  38 ± 3 дБ
Дополнительные возможности  10 мм динамики
Встроенная пассивная шумоизоляция
3 размера мягких силиконовых вкладышей
Длина шнура  1.2 м
Вес  24 г"
Проводные наушники,Проводные наушники Swish,swish.red,swish.red,red,199,"Универсальные стильные стерео наушники
•        Ваши любимые музыкальные треки для тренировок в кристально-чистом звучании
•        Невероятно лёгкие, «Swish» составят Вам компанию во время тренировок или просто в повседневной жизни
•        Форма кабеля исключает его заламывание, скручивание и спутывание 
•        «Swish» плотно прилегают, обеспечивая тем самым изоляцию от постороннего шума

Музыка, переплетённая со стилем
•        Эргономичный дизайн вкладышей обеспечивает комфортное ношение
•        Кнопка вызова и микрофон позволяют совершать звонки
•        «Swish» совместимы со всеми устройствами с типом разъема 3,5 мм
•        «Swish» доступны в различных расцветках","Тип наушников  Вкладыши
Тип подключения  Проводное
Интерфейс проводного подключения  1 x mini-jack (разъем 3.5 мм)
Наличие активного шумоподавления  Нет
Кабель  Двухсторонний
Диапазон частот наушников  20 - 20 000 Гц
Сопротивление наушников  16 Ом
Чувствительность наушников  112 ± 3 дБ
Максимальная входная мощность наушников  15 мВт
Конструкция микрофона  Размещенный на проводе
Чувствительность микрофона  38 ± 3 дБ
Дополнительные возможности  10 мм динамики
Встроенная пассивная шумоизоляция
3 размера мягких силиконовых вкладышей
Длина шнура  1.2 м
Вес  24 г"
Проводные наушники,Проводные наушники Swish,swish.red,swish.green,green,199,"Универсальные стильные стерео наушники
•        Ваши любимые музыкальные треки для тренировок в кристально-чистом звучании
•        Невероятно лёгкие, «Swish» составят Вам компанию во время тренировок или просто в повседневной жизни
•        Форма кабеля исключает его заламывание, скручивание и спутывание 
•        «Swish» плотно прилегают, обеспечивая тем самым изоляцию от постороннего шума

Музыка, переплетённая со стилем
•        Эргономичный дизайн вкладышей обеспечивает комфортное ношение
•        Кнопка вызова и микрофон позволяют совершать звонки
•        «Swish» совместимы со всеми устройствами с типом разъема 3,5 мм
•        «Swish» доступны в различных расцветках","Тип наушников  Вкладыши
Тип подключения  Проводное
Интерфейс проводного подключения  1 x mini-jack (разъем 3.5 мм)
Наличие активного шумоподавления  Нет
Кабель  Двухсторонний
Диапазон частот наушников  20 - 20 000 Гц
Сопротивление наушников  16 Ом
Чувствительность наушников  112 ± 3 дБ
Максимальная входная мощность наушников  15 мВт
Конструкция микрофона  Размещенный на проводе
Чувствительность микрофона  38 ± 3 дБ
Дополнительные возможности  10 мм динамики
Встроенная пассивная шумоизоляция
3 размера мягких силиконовых вкладышей
Длина шнура  1.2 м
Вес  24 г"
Проводные наушники,Проводные наушники Swish,swish.red,swish.pink,pink,199,"Универсальные стильные стерео наушники
•        Ваши любимые музыкальные треки для тренировок в кристально-чистом звучании
•        Невероятно лёгкие, «Swish» составят Вам компанию во время тренировок или просто в повседневной жизни
•        Форма кабеля исключает его заламывание, скручивание и спутывание 
•        «Swish» плотно прилегают, обеспечивая тем самым изоляцию от постороннего шума

Музыка, переплетённая со стилем
•        Эргономичный дизайн вкладышей обеспечивает комфортное ношение
•        Кнопка вызова и микрофон позволяют совершать звонки
•        «Swish» совместимы со всеми устройствами с типом разъема 3,5 мм
•        «Swish» доступны в различных расцветках","Тип наушников  Вкладыши
Тип подключения  Проводное
Интерфейс проводного подключения  1 x mini-jack (разъем 3.5 мм)
Наличие активного шумоподавления  Нет
Кабель  Двухсторонний
Диапазон частот наушников  20 - 20 000 Гц
Сопротивление наушников  16 Ом
Чувствительность наушников  112 ± 3 дБ
Максимальная входная мощность наушников  15 мВт
Конструкция микрофона  Размещенный на проводе
Чувствительность микрофона  38 ± 3 дБ
Дополнительные возможности  10 мм динамики
Встроенная пассивная шумоизоляция
3 размера мягких силиконовых вкладышей
Длина шнура  1.2 м
Вес  24 г"
Проводные наушники,Проводные наушники Swish,swish.red,swish.blue,blue,199,"Универсальные стильные стерео наушники
•        Ваши любимые музыкальные треки для тренировок в кристально-чистом звучании
•        Невероятно лёгкие, «Swish» составят Вам компанию во время тренировок или просто в повседневной жизни
•        Форма кабеля исключает его заламывание, скручивание и спутывание 
•        «Swish» плотно прилегают, обеспечивая тем самым изоляцию от постороннего шума

Музыка, переплетённая со стилем
•        Эргономичный дизайн вкладышей обеспечивает комфортное ношение
•        Кнопка вызова и микрофон позволяют совершать звонки
•        «Swish» совместимы со всеми устройствами с типом разъема 3,5 мм
•        «Swish» доступны в различных расцветках","Тип наушников  Вкладыши
Тип подключения  Проводное
Интерфейс проводного подключения  1 x mini-jack (разъем 3.5 мм)
Наличие активного шумоподавления  Нет
Кабель  Двухсторонний
Диапазон частот наушников  20 - 20 000 Гц
Сопротивление наушников  16 Ом
Чувствительность наушников  112 ± 3 дБ
Максимальная входная мощность наушников  15 мВт
Конструкция микрофона  Размещенный на проводе
Чувствительность микрофона  38 ± 3 дБ
Дополнительные возможности  10 мм динамики
Встроенная пассивная шумоизоляция
3 размера мягких силиконовых вкладышей
Длина шнура  1.2 м
Вес  24 г"
Проводные наушники,Проводные наушники Swish,swish.red,swish.yellow,yellow,199,"Универсальные стильные стерео наушники
•        Ваши любимые музыкальные треки для тренировок в кристально-чистом звучании
•        Невероятно лёгкие, «Swish» составят Вам компанию во время тренировок или просто в повседневной жизни
•        Форма кабеля исключает его заламывание, скручивание и спутывание 
•        «Swish» плотно прилегают, обеспечивая тем самым изоляцию от постороннего шума

Музыка, переплетённая со стилем
•        Эргономичный дизайн вкладышей обеспечивает комфортное ношение
•        Кнопка вызова и микрофон позволяют совершать звонки
•        «Swish» совместимы со всеми устройствами с типом разъема 3,5 мм
•        «Swish» доступны в различных расцветках","Тип наушников  Вкладыши
Тип подключения  Проводное
Интерфейс проводного подключения  1 x mini-jack (разъем 3.5 мм)
Наличие активного шумоподавления  Нет
Кабель  Двухсторонний
Диапазон частот наушников  20 - 20 000 Гц
Сопротивление наушников  16 Ом
Чувствительность наушников  112 ± 3 дБ
Максимальная входная мощность наушников  15 мВт
Конструкция микрофона  Размещенный на проводе
Чувствительность микрофона  38 ± 3 дБ
Дополнительные возможности  10 мм динамики
Встроенная пассивная шумоизоляция
3 размера мягких силиконовых вкладышей
Длина шнура  1.2 м
Вес  24 г"
